"cf_if","first_name","last_name","email","company_name","description","goal","pledged","outcome","backers_count","country","currency","launch_date","end_date","category","subcategory"
2603,"Lea","Merle","lea.merle@stey.de","Todd, Freeman and Henry","Diverse systematic projection","73800.0","148779.0","successful",2188,"US","USD","1970-01-01","1970-01-01","theater","plays"
3139,"Corinne","Mitschke","corinne.mitschke@hauffer.net","Brown Ltd","Quality-focused system-worthy support","71100.0","91176.0","successful",1140,"US","USD","1970-01-01","1970-01-01","theater","plays"
480,"Valerie","Ortega","valerie.ortega@tele2.it","Christian, Yates and Greer","Vision-oriented 5thgeneration array","5300.0","6342.0","successful",102,"US","USD","1970-01-01","1970-01-01","theater","plays"
1205,"Carlos","Delle","carlos.delle@hicks.com","Cole, Hernandez and Rodriguez","Cross-platform logistical circuit","88700.0","151438.0","successful",2857,"US","USD","1970-01-01","1970-01-01","theater","plays"
1875,"Loretta","Mallet","loretta.mallet@sansoni-toscani.it","Hughes, Mendez and Patterson","Stand-alone multi-state data-warehouse","42800.0","179356.0","successful",6406,"US","USD","1970-01-01","1970-01-01","theater","plays"
3040,"Lorenzo","Roero","lorenzo.roero@hotmail.co.uk","Brady, Cortez and Rodriguez","Multi-lateral maximized core","8200.0","1136.0","canceled",15,"US","USD","1970-01-01","1970-01-01","theater","plays"
114,"Elaine","Patterson","elaine.patterson@rose-morris.org","Santos, Williams and Brown","Reverse-engineered 24/7 methodology","1100.0","1914.0","successful",26,"CA","CAD","1970-01-01","1970-01-01","theater","plays"
260,"Marcella","Govoni","marcella.govoni@barkholz.net","Barnett and Sons","Business-focused dynamic info-mediaries","26500.0","41205.0","successful",723,"US","USD","1970-01-01","1970-01-01","theater","plays"
1810,"Ettore","Amaldi","ettore.amaldi@germain.com","Petersen-Rodriguez","Digitized clear-thinking installation","8500.0","14488.0","successful",170,"IT","EUR","1970-01-01","1970-01-01","theater","plays"
1148,"Georges","Richards","georges.richards@macdonald.com","King LLC","Multi-channeled local intranet","1400.0","3496.0","successful",55,"US","USD","1970-01-01","1970-01-01","theater","plays"
1586,"Svetlana","Montanariello","svetlana.montanariello@putz.de","Case LLC","Ameliorated foreground methodology","195900.0","55757.0","failed",648,"US","USD","1970-01-01","1970-01-01","theater","plays"
1687,"Hannah","Jockel","hannah.jockel@ceravolo-tonisto.eu","Dean, Fox and Phillips","Extended context-sensitive forecast","25600.0","158669.0","successful",2144,"US","USD","1970-01-01","1970-01-01","theater","plays"
2240,"Anouk","Pace","anouk.pace@gmail.com","Smith, Scott and Rodriguez","Organic actuating protocol","94300.0","150806.0","successful",2693,"GB","GBP","1970-01-01","1970-01-01","theater","plays"
1330,"Anastasie","Cadena","anastasie.cadena@live.com","Tucker, Mccoy and Marquez","Synergistic tertiary budgetary management","6400.0","13205.0","successful",189,"US","USD","1970-01-01","1970-01-01","theater","plays"
2940,"Dulce","Adinolfi","dulce.adinolfi@hotmail.com","Jackson, Martinez and Ray","Multi-tiered executive toolset","85900.0","55476.0","failed",750,"US","USD","1970-01-01","1970-01-01","theater","plays"
2047,"Sean","Mielcarek","sean.mielcarek@gmail.com","Patterson-Johnson","Grass-roots directional workforce","9500.0","5973.0","canceled",87,"US","USD","1970-01-01","1970-01-01","theater","plays"
536,"Omar","Fonseca","omar.fonseca@grupo.org","Carlson-Hernandez","Quality-focused real-time solution","59200.0","183756.0","successful",3063,"US","USD","1970-01-01","1970-01-01","theater","plays"
238,"Henry","Gucci","henry.gucci@leleu.fr","Parker PLC","Reduced interactive matrix","72100.0","30902.0","live",278,"US","USD","1970-01-01","1970-01-01","theater","plays"
546,"Katherina","Barrientos","katherina.barrientos@trobbiani.eu","Williams-Ramirez","Open-architected 24/7 throughput","8500.0","6750.0","failed",65,"US","USD","1970-01-01","1970-01-01","theater","plays"
221,"Brittany","Tran","brittany.tran@tele2.it","Weaver Ltd","Monitored 24/7 approach","81600.0","9318.0","failed",94,"US","USD","1970-01-01","1970-01-01","theater","plays"
2938,"Joe","Michaud","joe.michaud@yahoo.fr","Richardson, Woodward and Hansen","Pre-emptive context-sensitive support","119800.0","19769.0","failed",257,"US","USD","1970-01-01","1970-01-01","theater","plays"
785,"Marco","Vittadello","marco.vittadello@gmail.com","Hunt, Barker and Baker","Business-focused leadingedge instruction set","9400.0","11277.0","successful",194,"CH","CHF","1970-01-01","1970-01-01","theater","plays"
876,"Eugenia","Zichichi","eugenia.zichichi@yahoo.com","Harris Inc","Future-proofed modular groupware","14900.0","32986.0","successful",375,"US","USD","1970-01-01","1970-01-01","theater","plays"
932,"Aurore","Rosemann","aurore.rosemann@leoncavallo-rusticucci.com","Peters-Nelson","Distributed real-time algorithm","169400.0","81984.0","failed",2928,"CA","CAD","1970-01-01","1970-01-01","theater","plays"
2415,"Marliese","Oneal","marliese.oneal@gmail.com","Yang and Sons","Reactive 6thgeneration hub","121700.0","59003.0","failed",602,"CH","CHF","1970-01-01","1970-01-01","theater","plays"
117,"Kenneth","Hurst","kenneth.hurst@meunier.net","Jensen-Brown","Fundamental disintermediate matrix","9100.0","7438.0","failed",77,"US","USD","1970-01-01","1970-01-01","theater","plays"
1244,"Blanka","Villareal","blanka.villareal@monduzzi.net","Murphy-Farrell","Implemented exuding software","9100.0","8906.0","failed",131,"US","USD","1970-01-01","1970-01-01","theater","plays"
564,"Tomislav","Stoppani","tomislav.stoppani@corporacin.org","Everett-Wolfe","Total optimizing software","10000.0","7724.0","failed",87,"US","USD","1970-01-01","1970-01-01","theater","plays"
1255,"Donatella","Burns","donatella.burns@yahoo.de","York, Barr and Grant","Cloned bottom-line success","3100.0","1985.0","canceled",25,"US","USD","1970-01-01","1970-01-01","theater","plays"
578,"Baccio","Marcacci","baccio.marcacci@laposte.net","Brown and Sons","Programmable leadingedge budgetary management","27500.0","5593.0","failed",76,"US","USD","1970-01-01","1970-01-01","theater","plays"
418,"Alfio","Roman","alfio.roman@hotmail.co.uk","Payne, Garrett and Thomas","Upgradable bi-directional concept","48800.0","175020.0","successful",1621,"IT","EUR","1970-01-01","1970-01-01","theater","plays"
1918,"Josh","Cimarosa","josh.cimarosa@hotmail.com","Robinson-Kelly","Monitored bi-directional standardization","97600.0","119127.0","successful",1073,"US","USD","1970-01-01","1970-01-01","theater","plays"
2837,"Nath","Rico","nath.rico@yahoo.com","Kelly-Colon","Stand-alone grid-enabled leverage","197900.0","110689.0","failed",4428,"AU","AUD","1970-01-01","1970-01-01","theater","plays"
426,"Richard","Andre","richard.andre@porras.org","Kelly PLC","Decentralized context-sensitive superstructure","184100.0","159037.0","failed",1657,"US","USD","1970-01-01","1970-01-01","theater","plays"
2206,"Ellinor","Leclercq","ellinor.leclercq@gmail.com","Nguyen and Sons","Compatible 5thgeneration concept","5400.0","8109.0","successful",103,"US","USD","1970-01-01","1970-01-01","theater","plays"
2032,"Patricio","Guillon","patricio.guillon@web.de","Jones PLC","Virtual systemic intranet","2300.0","8244.0","successful",147,"US","USD","1970-01-01","1970-01-01","theater","plays"
865,"Leo","Petruzzi","leo.petruzzi@yahoo.com","Lee-Cobb","Customizable homogeneous firmware","140000.0","94501.0","failed",926,"CA","CAD","1970-01-01","1970-01-01","theater","plays"
31,"Ansaldo","Marks","ansaldo.marks@patel-odonnell.com","Martin, Gates and Holt","Distributed holistic neural-net","1500.0","13980.0","successful",269,"US","USD","1970-01-01","1970-01-01","theater","plays"
1494,"Emilia","Vivaldi","emilia.vivaldi@garnier.fr","Bradford-Silva","Reverse-engineered composite hierarchy","180400.0","115396.0","failed",1748,"US","USD","1970-01-01","1970-01-01","theater","plays"
2570,"Gerda","Cook","gerda.cook@tin.it","Mora-Bradley","Programmable tangible ability","9100.0","7656.0","failed",79,"US","USD","1970-01-01","1970-01-01","theater","plays"
314,"Charlotte","Duke","charlotte.duke@ochoa.org","Lopez, Reid and Johnson","Total real-time hardware","164100.0","96888.0","failed",889,"US","USD","1970-01-01","1970-01-01","theater","plays"
1769,"Andrea","Arroyo","andrea.arroyo@yahoo.com.au","Mcclain LLC","Open-source multi-tasking methodology","52000.0","91014.0","successful",820,"US","USD","1970-01-01","1970-01-01","theater","plays"
1651,"Gilbert","Cornejo","gilbert.cornejo@hotmail.com","Ortega LLC","Secured bifurcated intranet","1700.0","12020.0","successful",137,"CH","CHF","1970-01-01","1970-01-01","theater","plays"
452,"Letizia","Gulotta","letizia.gulotta@howard.biz","Silva, Walker and Martin","Grass-roots 4thgeneration product","9800.0","13954.0","successful",186,"IT","EUR","1970-01-01","1970-01-01","theater","plays"
1808,"Etta","Gutknecht","etta.gutknecht@leconte.net","Huynh, Gallegos and Mills","Reduced next generation info-mediaries","4300.0","6358.0","successful",125,"US","USD","1970-01-01","1970-01-01","theater","plays"
2288,"Shelley","Perry","shelley.perry@gierschner.de","Anderson LLC","Customizable full-range artificial intelligence","6200.0","1260.0","failed",14,"IT","EUR","1970-01-01","1970-01-01","theater","plays"
1855,"Geoffrey","Williams","geoffrey.williams@poste.it","Garza-Bryant","Programmable leadingedge contingency","800.0","14725.0","successful",202,"US","USD","1970-01-01","1970-01-01","theater","plays"
2852,"Guido","Krein","guido.krein@gmail.com","Tapia, Kramer and Hicks","Advanced modular moderator","2000.0","10353.0","successful",157,"US","USD","1970-01-01","1970-01-01","theater","plays"
2529,"Slobodan","Camiscione","slobodan.camiscione@hotmail.com","Valenzuela, Davidson and Castro","Multi-layered upward-trending conglomeration","8700.0","3227.0","canceled",38,"DK","DKK","1970-01-01","1970-01-01","theater","plays"
2280,"Manon","Daugherty","manon.daugherty@segre.com","Beck-Knight","Exclusive fresh-thinking model","4900.0","13250.0","successful",144,"AU","AUD","1970-01-01","1970-01-01","theater","plays"
3150,"Estela","Segovia","estela.segovia@vodafone.it","Mccoy Ltd","Business-focused encompassing intranet","8400.0","11261.0","successful",121,"GB","GBP","1970-01-01","1970-01-01","theater","plays"
3081,"Clayton","Salcedo","clayton.salcedo@hotmail.co.uk","Johns-Thomas","Realigned web-enabled functionalities","54300.0","48227.0","canceled",524,"US","USD","1970-01-01","1970-01-01","theater","plays"
2560,"Lewis","Lewis","lewis.lewis@pisano.net","Stewart Inc","Versatile mission-critical knowledgebase","4200.0","735.0","failed",10,"US","USD","1970-01-01","1970-01-01","theater","plays"
2764,"Adriano","Wulf","adriano.wulf@schmidtke.net","Stone PLC","Exclusive 5thgeneration leverage","4200.0","13404.0","successful",536,"US","USD","1970-01-01","1970-01-01","theater","plays"
2762,"Jean","Berthelot","jean.berthelot@oscuro.it","Garcia Group","Extended zero administration software","74700.0","1557.0","failed",15,"US","USD","1970-01-01","1970-01-01","theater","plays"
220,"Ruby","Carriera","ruby.carriera@hotmail.it","Nelson, Smith and Graham","Phased system-worthy conglomeration","5300.0","1592.0","failed",16,"US","USD","1970-01-01","1970-01-01","theater","plays"
285,"Theres","Antonioni","theres.antonioni@hotmail.com","Garcia Ltd","Balanced mobile alliance","1200.0","14150.0","successful",130,"US","USD","1970-01-01","1970-01-01","theater","plays"
2244,"Graziano","Jensen","graziano.jensen@gmail.com","Clark-Conrad","Exclusive bandwidth-monitored orchestration","3900.0","504.0","failed",17,"US","USD","1970-01-01","1970-01-01","theater","plays"
2357,"Gianpaolo","Massey","gianpaolo.massey@bouvier.com","Fitzgerald Group","Intuitive exuding initiative","2000.0","14240.0","successful",140,"US","USD","1970-01-01","1970-01-01","theater","plays"
2197,"Edda","Ferraris","edda.ferraris@libero.it","Greer and Sons","Secured clear-thinking intranet","4900.0","11214.0","successful",280,"US","USD","1970-01-01","1970-01-01","theater","plays"
1496,"Gavin","Proietti","gavin.proietti@gmx.de","Lowery Group","Sharable motivating emulation","5800.0","5362.0","canceled",114,"US","USD","1970-01-01","1970-01-01","theater","plays"
501,"Todd","Douglas","todd.douglas@web.de","Perez, Reed and Lee","Advanced dedicated encoding","70400.0","118603.0","successful",3205,"US","USD","1970-01-01","1970-01-01","theater","plays"
632,"Oscar","Holsten","oscar.holsten@yahoo.com","Chen, Pollard and Clarke","Stand-alone multi-state project","4500.0","7496.0","successful",288,"DK","DKK","1970-01-01","1970-01-01","theater","plays"
1253,"Ann","Peron","ann.peron@grupo.biz","Serrano, Gallagher and Griffith","Customizable bi-directional monitoring","1300.0","10037.0","successful",148,"US","USD","1970-01-01","1970-01-01","theater","plays"
2607,"Giacinto","Briggs","giacinto.briggs@yahoo.co.uk","Rowland PLC","Inverse client-driven product","5600.0","6338.0","successful",235,"US","USD","1970-01-01","1970-01-01","theater","plays"
2678,"Shannon","Lefevre","shannon.lefevre@gmail.com","Ramirez-Calderon","Fundamental zero tolerance alliance","4800.0","11088.0","successful",150,"US","USD","1970-01-01","1970-01-01","theater","plays"
627,"Rosalia","Toro","rosalia.toro@free.fr","Mathis-Rodriguez","User-centric attitude-oriented intranet","4300.0","11642.0","successful",216,"IT","EUR","1970-01-01","1970-01-01","theater","plays"
2242,"Reiner","Poerio","reiner.poerio@yahoo.com","Smith, Mack and Williams","Self-enabling 5thgeneration paradigm","5600.0","2769.0","canceled",26,"US","USD","1970-01-01","1970-01-01","theater","plays"
1210,"Enrico","Fabre","enrico.fabre@gmail.com","Meza, Kirby and Patel","Cross-platform empowering project","53100.0","101185.0","successful",2353,"US","USD","1970-01-01","1970-01-01","theater","plays"
1349,"Christine","Hiller","christine.hiller@yahoo.com","Taylor-Rowe","Synchronized multimedia frame","110800.0","72623.0","failed",2201,"US","USD","1970-01-01","1970-01-01","theater","plays"
1582,"Maik","Beasley","maik.beasley@harper-brooks.biz","Henderson Ltd","Open-architected stable algorithm","93800.0","45987.0","failed",676,"US","USD","1970-01-01","1970-01-01","theater","plays"
23,"Eloy","Renzi","eloy.renzi@gmail.com","Webb Group","Public-key actuating projection","108700.0","87293.0","failed",831,"US","USD","1970-01-01","1970-01-01","theater","plays"
2134,"Giuseppe","Lee","giuseppe.lee@mahe.org","Thomas Ltd","Cross-group interactive architecture","8700.0","4414.0","canceled",56,"CH","CHF","1970-01-01","1970-01-01","theater","plays"
120,"Santiago","Berry","santiago.berry@aol.de","Kennedy-Miller","Cross-platform composite migration","9000.0","3351.0","failed",45,"US","USD","1970-01-01","1970-01-01","theater","plays"
265,"Emilio","Davenport","emilio.davenport@zamora-russo.net","White-Obrien","Operative local pricing structure","185900.0","56774.0","canceled",1113,"US","USD","1970-01-01","1970-01-01","theater","plays"
127,"Nadia","Travaglio","nadia.travaglio@colletti-broggini.com","Jordan, Schneider and Hall","Reduced 6thgeneration intranet","2000.0","680.0","failed",7,"US","USD","1970-01-01","1970-01-01","theater","plays"
2454,"Stanislaw","Montalvo","stanislaw.montalvo@mcpherson-hughes.info","Small-Fuentes","Seamless maximized product","3400.0","6408.0","successful",121,"US","USD","1970-01-01","1970-01-01","theater","plays"
662,"Lilia","Lollobrigida","lilia.lollobrigida@le.com","Reid-Day","Devolved tertiary time-frame","84500.0","73522.0","failed",1225,"GB","GBP","1970-01-01","1970-01-01","theater","plays"
2779,"Susanna","Bonneau","susanna.bonneau@klingelhoefer.de","Perez, Brown and Meyers","Stand-alone background customer loyalty","6100.0","6527.0","successful",233,"US","USD","1970-01-01","1970-01-01","theater","plays"
906,"Chelsea","Verdugo","chelsea.verdugo@campbell.com","Walker-Taylor","Automated uniform concept","700.0","1848.0","successful",43,"US","USD","1970-01-01","1970-01-01","theater","plays"
1073,"Pasquale","Tomasini","pasquale.tomasini@hotmail.co.uk","Ball-Fisher","Multi-layered intangible instruction set","6400.0","12360.0","successful",221,"US","USD","1970-01-01","1970-01-01","theater","plays"
108,"Damien","Leger","damien.leger@dixon.biz","Jones, Casey and Jones","Ergonomic mission-critical moratorium","2300.0","14150.0","successful",133,"US","USD","1970-01-01","1970-01-01","theater","plays"
2060,"Alfred","Pohl","alfred.pohl@fechner.net","Martinez LLC","Automated local secured line","700.0","7664.0","successful",69,"US","USD","1970-01-01","1970-01-01","theater","plays"
1171,"Diethard","Salgado","diethard.salgado@gmail.com","Miller-Hubbard","Digitized 6thgeneration Local Area Network","2800.0","12797.0","successful",194,"US","USD","1970-01-01","1970-01-01","theater","plays"
1097,"Arthur","Salazar","arthur.salazar@yahoo.com.au","Munoz, Cherry and Bell","Cross-platform reciprocal budgetary management","7100.0","4899.0","failed",70,"US","USD","1970-01-01","1970-01-01","theater","plays"
1307,"Fortunata","Schneider","fortunata.schneider@tiscali.it","Baker-Higgins","Vision-oriented scalable portal","9600.0","4929.0","failed",154,"US","USD","1970-01-01","1970-01-01","theater","plays"
1300,"Gretchen","Serna","gretchen.serna@pichon.org","Johnson, Turner and Carroll","Persevering zero administration knowledge user","121600.0","1424.0","failed",22,"US","USD","1970-01-01","1970-01-01","theater","plays"
1199,"Allan","Emanuelli","allan.emanuelli@fernandes.org","Gallegos, Wagner and Gaines","Expanded fault-tolerant emulation","7300.0","11228.0","successful",119,"US","USD","1970-01-01","1970-01-01","theater","plays"
1889,"Yuridia","Fantozzi","yuridia.fantozzi@mcdonald.com","Jordan-Fischer","Vision-oriented high-level extranet","6400.0","8890.0","successful",261,"US","USD","1970-01-01","1970-01-01","theater","plays"
78,"Antoinette","Cox","antoinette.cox@bustamante.com","Howell and Sons","Enhanced regional moderator","116300.0","116583.0","successful",3533,"US","USD","1970-01-01","1970-01-01","theater","plays"
978,"Jacqueline","Germano","jacqueline.germano@valette.fr","Moses-Terry","Horizontal clear-thinking framework","23400.0","23956.0","successful",452,"AU","AUD","1970-01-01","1970-01-01","theater","plays"
3130,"Federigo","Karge","federigo.karge@bohlander.com","Martinez Ltd","Multi-layered upward-trending groupware","7300.0","2594.0","failed",63,"US","USD","1970-01-01","1970-01-01","theater","plays"
1229,"Coriolano","Higgins","coriolano.higgins@murphy.org.au","Young, Ramsey and Powell","Devolved disintermediate analyzer","8800.0","9317.0","successful",163,"US","USD","1970-01-01","1970-01-01","theater","plays"
780,"Felix","Rubio","felix.rubio@ebert.de","Lewis and Sons","Profound disintermediate open system","3500.0","6560.0","successful",85,"US","USD","1970-01-01","1970-01-01","theater","plays"
3118,"Vittorio","Caccioppoli","vittorio.caccioppoli@yahoo.com","Ellis, Smith and Armstrong","Horizontal attitude-oriented help-desk","81000.0","150515.0","successful",3272,"US","USD","1970-01-01","1970-01-01","theater","plays"
1818,"Alwina","Textor","alwina.textor@poste.it","Wood, Buckley and Meza","Front-line web-enabled installation","7000.0","12939.0","successful",126,"US","USD","1970-01-01","1970-01-01","theater","plays"
2667,"Sole","Trevino","sole.trevino@hotmail.com","Hansen-Austin","Adaptive demand-driven encryption","7700.0","6920.0","failed",121,"US","USD","1970-01-01","1970-01-01","theater","plays"
2818,"Darren","Bernardi","darren.bernardi@brooks-martin.com","Santana-George","Re-engineered client-driven knowledge user","71500.0","194912.0","successful",2320,"US","USD","1970-01-01","1970-01-01","theater","plays"
374,"Erin","Weinhold","erin.weinhold@hotmail.fr","Charles Inc","Implemented object-oriented synergy","81300.0","31665.0","failed",452,"US","USD","1970-01-01","1970-01-01","theater","plays"
1949,"Craig","Jordan","craig.jordan@gmail.com","White-Rosario","Balanced demand-driven definition","800.0","2960.0","successful",80,"US","USD","1970-01-01","1970-01-01","theater","plays"
3020,"Fanny","Pertile","fanny.pertile@gmail.com","Strickland Group","Horizontal secondary interface","170800.0","109374.0","failed",1886,"US","USD","1970-01-01","1970-01-01","theater","plays"
749,"Fridolin","Comboni","fridolin.comboni@graf.com","Lynch Ltd","Virtual analyzing collaboration","1800.0","2129.0","successful",52,"US","USD","1970-01-01","1970-01-01","theater","plays"
2390,"Alphons","Simmons","alphons.simmons@hotmail.com","Cooper LLC","Multi-layered systematic knowledgebase","7800.0","2289.0","failed",31,"US","USD","1970-01-01","1970-01-01","theater","plays"
851,"Ludovico","Cafarchia","ludovico.cafarchia@gmail.com","Palmer Ltd","Reverse-engineered uniform knowledge user","5800.0","12174.0","successful",290,"US","USD","1970-01-01","1970-01-01","theater","plays"
3140,"Aurelia","Angiolello","aurelia.angiolello@lord.com","Adams-Rollins","Integrated demand-driven info-mediaries","159800.0","11108.0","failed",107,"US","USD","1970-01-01","1970-01-01","theater","plays"
1505,"Brunhilde","Fletcher","brunhilde.fletcher@schomber.de","Berry-Cannon","Organized discrete encoding","8800.0","2437.0","failed",27,"US","USD","1970-01-01","1970-01-01","theater","plays"
1340,"Werner","Kallert","werner.kallert@gmail.com","Haynes PLC","Re-engineered clear-thinking project","7900.0","12955.0","successful",236,"US","USD","1970-01-01","1970-01-01","theater","plays"
167,"Enzio","Campos","enzio.campos@tim.it","White, Pena and Calhoun","Quality-focused asymmetric adapter","9100.0","1843.0","failed",41,"US","USD","1970-01-01","1970-01-01","theater","plays"
1571,"Adelgunde","Trevisan","adelgunde.trevisan@gmail.com","Gates, Li and Thompson","Synchronized attitude-oriented frame","1800.0","8621.0","successful",80,"CA","CAD","1970-01-01","1970-01-01","theater","plays"
1216,"Thierry","Schwartz","thierry.schwartz@travaglio.net","King-Morris","Proactive incremental architecture","154500.0","30215.0","canceled",296,"US","USD","1970-01-01","1970-01-01","theater","plays"
2508,"Jack","Klapp","jack.klapp@hotmail.com.au","Ramirez, Padilla and Barrera","Diverse client-driven conglomeration","6400.0","3676.0","failed",141,"GB","GBP","1970-01-01","1970-01-01","theater","plays"
316,"Randy","Alfieri","randy.alfieri@verri.org","Fox Ltd","Extended multimedia firmware","35600.0","20915.0","failed",225,"AU","AUD","1970-01-01","1970-01-01","theater","plays"
2606,"Lawrence","Vasari","lawrence.vasari@castillo.edu","Wise and Sons","Sharable discrete definition","1700.0","4044.0","successful",40,"US","USD","1970-01-01","1970-01-01","theater","plays"
2402,"Sam","Adams","sam.adams@yahoo.com","Butler-Barr","User-friendly next generation core","39400.0","192292.0","successful",2289,"IT","EUR","1970-01-01","1970-01-01","theater","plays"
761,"Mirco","Nicolini","mirco.nicolini@blin.net","Wilson, Jefferson and Anderson","Profit-focused empowering system engine","3000.0","6722.0","successful",65,"US","USD","1970-01-01","1970-01-01","theater","plays"
1724,"Luc","Quinn","luc.quinn@walker.com","Davis-Gardner","Synergistic dynamic utilization","7200.0","3301.0","failed",37,"US","USD","1970-01-01","1970-01-01","theater","plays"
443,"Calcedonio","Remy","calcedonio.remy@edwards-benton.com","Turner-Terrell","Polarized tertiary function","5500.0","11952.0","successful",184,"GB","GBP","1970-01-01","1970-01-01","theater","plays"
974,"Nanni","Almaraz","nanni.almaraz@martin.com","Hall, Buchanan and Benton","Configurable fault-tolerant structure","3500.0","3930.0","successful",85,"US","USD","1970-01-01","1970-01-01","theater","plays"
534,"Pascual","Corradi","pascual.corradi@lopez.net.au","Lowery, Hayden and Cruz","Digitized 24/7 budgetary management","7900.0","5729.0","failed",112,"US","USD","1970-01-01","1970-01-01","theater","plays"
2046,"Manuel","Gracia","manuel.gracia@trussardi.eu","Espinoza Group","Implemented tangible support","73000.0","175015.0","successful",1902,"US","USD","1970-01-01","1970-01-01","theater","plays"
2614,"Gionata","Hussain","gionata.hussain@yahoo.com","Davis, Crawford and Lopez","Reactive radical framework","6200.0","11280.0","successful",105,"US","USD","1970-01-01","1970-01-01","theater","plays"
2652,"Maria","Nguyen","maria.nguyen@hernadez.com","Richards, Stevens and Fleming","Object-based full-range knowledge user","6100.0","10012.0","successful",132,"US","USD","1970-01-01","1970-01-01","theater","plays"
1303,"Leon","Baker","leon.baker@hotmail.com","Brown Ltd","Enhanced composite contingency","103200.0","1690.0","failed",21,"US","USD","1970-01-01","1970-01-01","theater","plays"
333,"Leila","Washington","leila.washington@gmail.com","Luna-Horne","Profound exuding pricing structure","43000.0","5615.0","failed",78,"US","USD","1970-01-01","1970-01-01","theater","plays"
1722,"Mirko","Townsend","mirko.townsend@schmitt.com","Allen Inc","Horizontal optimizing model","9600.0","6205.0","failed",67,"AU","AUD","1970-01-01","1970-01-01","theater","plays"
878,"Reynaldo","Wagenknecht","reynaldo.wagenknecht@faure.com","Hall, Holmes and Walker","Public-key bandwidth-monitored intranet","153700.0","15238.0","failed",181,"US","USD","1970-01-01","1970-01-01","theater","plays"
2968,"Toni","Magrassi","toni.magrassi@gmail.com","Smith-Powell","Upgradable clear-thinking hardware","3600.0","961.0","failed",13,"US","USD","1970-01-01","1970-01-01","theater","plays"
513,"Rosl","Lamborghini","rosl.lamborghini@hiller.net","Williams, Orozco and Gomez","Persistent content-based methodology","100.0","5.0","failed",1,"US","USD","1970-01-01","1970-01-01","theater","plays"
960,"Alan","Pineda","alan.pineda@proyectos.info","Moss-Obrien","Function-based next generation emulation","700.0","7763.0","successful",80,"US","USD","1970-01-01","1970-01-01","theater","plays"
3149,"Shane","Fernandez","shane.fernandez@hotmail.de","Riley, Cohen and Goodman","Profound mission-critical function","9800.0","12434.0","successful",131,"US","USD","1970-01-01","1970-01-01","theater","plays"
2566,"Giacomo","Bouvet","giacomo.bouvet@gmail.com","Peck, Higgins and Smith","Devolved disintermediate encryption","3700.0","13164.0","successful",155,"US","USD","1970-01-01","1970-01-01","theater","plays"
3087,"Cristian","Hale","cristian.hale@hotmail.co.uk","Davis and Sons","Seamless solution-oriented capacity","1700.0","13468.0","successful",245,"US","USD","1970-01-01","1970-01-01","theater","plays"
965,"Marisa","Renaud","marisa.renaud@smith.org","Lopez-King","Multi-lateral radical solution","7900.0","8550.0","successful",93,"US","USD","1970-01-01","1970-01-01","theater","plays"
2019,"Sharon","Diallo","sharon.diallo@gmail.com","Glover-Nelson","Inverse context-sensitive info-mediaries","94900.0","57659.0","failed",594,"US","USD","1970-01-01","1970-01-01","theater","plays"
2494,"Dina","Gibbons","dina.gibbons@brewer.net","Herrera, Bennett and Silva","Programmable multi-state algorithm","121100.0","26176.0","failed",252,"US","USD","1970-01-01","1970-01-01","theater","plays"
1498,"Elliott","Herrmann","elliott.herrmann@hotmail.com.au","Ayala Group","Right-sized maximized migration","5400.0","8366.0","successful",135,"US","USD","1970-01-01","1970-01-01","theater","plays"
356,"Graziella","Vidal","graziella.vidal@hotmail.com","Huerta, Roberts and Dickerson","Self-enabling value-added artificial intelligence","4000.0","12886.0","successful",140,"US","USD","1970-01-01","1970-01-01","theater","plays"
488,"Julian","Noble","julian.noble@hill.org.au","Williams, Martin and Meyer","Innovative well-modulated capability","60200.0","86244.0","successful",1015,"GB","GBP","1970-01-01","1970-01-01","theater","plays"
2316,"Virginie","McLean","virginie.mclean@yahoo.com","Lewis-Jacobson","Exclusive system-worthy Graphic Interface","6500.0","9910.0","successful",381,"US","USD","1970-01-01","1970-01-01","theater","plays"
2031,"Gelsomina","Migliaccio","gelsomina.migliaccio@junk.com","Butler LLC","Future-proofed upward-trending migration","6600.0","4814.0","failed",112,"US","USD","1970-01-01","1970-01-01","theater","plays"
1627,"Evangelista","Pereira","evangelista.pereira@thompson-peterson.biz","Ball LLC","Right-sized full-range throughput","7600.0","4603.0","canceled",139,"IT","EUR","1970-01-01","1970-01-01","theater","plays"
1894,"Carolina","Murray","carolina.murray@knight.com","Ortiz, Coleman and Mitchell","Operative upward-trending algorithm","5200.0","1090.0","failed",18,"GB","GBP","1970-01-01","1970-01-01","film & video","documentary"
1825,"Katelyn","Cole","katelyn.cole@fiebig.com","Gray-Jenkins","Devolved next generation adapter","4500.0","14942.0","successful",142,"GB","GBP","1970-01-01","1970-01-01","film & video","documentary"
1173,"Dustin","Camacho","dustin.camacho@rhodes.org.au","Jackson PLC","Ergonomic 6thgeneration success","101000.0","87676.0","failed",2307,"IT","EUR","1970-01-01","1970-01-01","film & video","documentary"
1546,"Gian","Long","gian.long@hotmail.com","Maldonado and Sons","Reverse-engineered asynchronous archive","9300.0","14025.0","successful",165,"US","USD","1970-01-01","1970-01-01","film & video","documentary"
682,"Amy","Georges","amy.georges@raedel.de","Sanchez LLC","Stand-alone system-worthy standardization","900.0","1017.0","successful",27,"US","USD","1970-01-01","1970-01-01","film & video","documentary"
